Rank,Song,Artist,Year,Lyrics
11,disco inferno,50 cent,2005, lil momma show me how you move it go head put ya back into it do ya thing like they aint nothing to it shake sha sha shake that ass girl lil momma show me how you move it go head put ya back into it do ya thing like they aint nothing to it shake sha sha shake that ass girlgo go go 50 in the house bounce yall already know what im about the flows sick over dre drums nigga i aint stupid i say doc then doe come quicker whoa shortys hips is hypnotic she move so sure erotic i watch her im like bounce that ass girl i get it crunk in here i make it jump in here front in here well thump in here oh so gutter so ghetto so hood so gully so grimey whats good outside the benzo on dubs im in the club wit the snubs dont start nothin wont be nothin uhlil momma show me how you move it better yet put ya back into it do ya thing like they aint nothing to it shake sha sha shake that ass girl lil momma show me how you move it better yet put ya back into it do ya thing like they aint nothing to it shake sha sha shake that ass girllets party everybody stand up everybody put ya hands up lets party everybody bounce to me sip champagne and burn a lil greenery its hot disco inferno lets go your now rocking wit a pro i get doe to flip doe to get mo fo sho get my drink on then get on the dance floor look homie i dont dance all i do is this its the same two step wit a lil twist listen punk i aint new to dis im true to dis pay attention boy ill teach you how to do the shit you mix a lil cris wit a lil don perion and a lil hennessy you know we fittin to carry on hollering at these shawtys in the club trying to get right we gonn be up in this bitch til we break daylightlil momma show me how you move it go head put ya back into it do ya thing like they aint nothing to it shake sha sha shake that ass girl lil momma show me how you move it go head put ya back into it do ya thing like they aint nothing to it shake sha sha shake that ass girlya see me shining lit up wit diamonds cause i stay grinding homie you can catch me swooping bentley coupin switching lanes you see me rolling you know im holding about my paper yeah nigga im serious i aint playing ill imbed it in ya brain im off the chain gunit next level now turn it up a notch em and dre sent me to tear up the spot front on me oh no you know im loco hands up on the dance floor okay lets golil momma show me how you move it go head put ya back into it do ya thing like they aint nothing to it shake sha sha shake that ass girl lil momma show me how you move it go head put ya back into it do ya thing like they aint nothing to it shake sha sha shake that ass girl 
12,you and me,lifehouse,2005, what day is it and in what month this clock never seemed so alive i cant keep up and i cant back down ive been losing so much timecause its you and me and all of the people with nothing to do nothing to lose and its you and me and all of the people and i dont know why i cant keep my eyes off of youall of the things that i want to say just arent coming out right im tripping on words you got my head spinning i dont know where to go from herecause its you and me and all of the people with nothing to do nothing to prove and its you and me and all of the people and i dont know why i cant keep my eyes off of yousomething about you now i cant quite figure out everything she does is beautiful everything she does is rightcause its you and me and all of the people with nothing to do nothing to lose and its you and me and all of the people and i dont know why i cant keep my eyes off ofyou and me and all of the people with nothing to do and nothing to prove and its you and me and all of the people and i dont know why i cant keep my eyes off of youwhat day is it and in what month this clock never seemed so alive 
13,dont phunk with my heart,the black eyed peas,2005, no no no no dont phunk with my heart yeah no no no no dont phunk with my hearti wonder if i take you home would you still be in love baby in love baby i wonder if i take you home would you still be in love baby in love babygirl you know you got me got me with your pistol shot me shot me and im here helplessly in love and nothing can stop me you cant stop me cause once i start it cant return me once you bought it im coming baby dont got it dont make me wait so lets be about itno no no no dont phunk with my heartbaby have some trustin trustin when i come in lustin lustin cause i bring you that comfort i aint only here cause i want ya body i want your mind too interestins what i find you and im interested in the long haul come on girl yeehawcome oni wonder if i take you home would you still be in love baby in love baby i wonder if i take you home would you still be in love baby in love babyno no no no dont phunk with my heartgirl you had me once you kissed me my love for you is not iffy i always want you with me ill play bobby and youll play whitney if you smoke ill smoke too thats how much im in love with you crazy is what crazy do crazy in love im a crazy foolno no no no dont phunk with my heartwhy are you so insecure when you got passion and love her you always claimin im a cheater think id up and go leave ya for another seÌ±orita you forgot that i need ya you mustve caught amnesia thats why you dont believeuh yeah check it outdont you worry about a thing baby cause you know you got me by a string baby dont you worry about a thing baby cause you know you got me by a string babybaby girl you make me feel you know you make me feel so real i love you more than sex appeal cause yourethattha that tha thattha that girl thattha that tha thattha that girl thattha that tha thattha that girl thattha that tha thattha that girl thattha that tha thattha that girl thattha that tha thattha that girlno no no no dont phunk with my heart no no no no dont phunk with my hearti wonder if i take you home would you still be in love baby in love baby i wonder if i take you home would you still be in love baby in love baby i wonder if i take you home would you still be in love baby in love baby i wonder if i take you home would you still be in love baby in love babydont you worry about a thing baby cause you know you got me by a string baby dont you worry about a thing baby cause you know you got me by a string baby 
14,lose control,missy elliott featuring ciara and fatman scoop,2005, music make you lose control music make you lose controllets go yeah yeah yeah yeah yeah yeah here we go now here we go now here we go now here we go now watch out now music make you lose control misdemeanors in the house ciaras in the house misdemeanors in the house fat man scoop man scoop man scoopive got a cute face chubby waist thick legs n shape rump shaking both ways make you do a double take plan rocker show stopper flo fropper head knocker beat staller tail dropper do ma thing motherfuckers ma rolls royce lamborghini blue madina always beaming rag top chrome pipes blue lights outta sight no me sow it n set it n sow it n make that money tho it n booty bouncing goin hiteverybody here get it outta control get yo backs off tha wall cause misdemeanor said so everybody everybody everybodyeverybodywell ma name iz ciara 4 all you fly fellaz no 1 can do it bettashell sing on acapellaboy the music makes me lose controlwe goin make you lose control and let it go four you kno you goin hit the floi rok to the beat till im tired tired walk n the club its fiyafiya get it krunk and wired wave ya hands scream louda if you smoke den fire it up bring da roof down den holla if you tipsy stand up dj turn it louda take somebody by da waist den uh now tho it in dey face like uh hypnotic robotic this here will rok yo bodies take somebody by da waist den uh now tho it in dey face like uh systematica static this hit be automaticwork wait work work work wait work work work wait work work work wait do it righthit the floor hit the floor hit the floor hit the floor hit the floor hit the floor hit the flooreverybody here get it outta control get yo backs off tha wall cause misdemeanor said so everybody everybody everybodyeverybodylets goeverybody here get it outta controlget yo backs off the wall missy elliot cause misdemeanor saidso everybody everybody everybodyeverybody get looseput yo back on tha wall put yo back on tha wall putyo back on tha wall put yo back on tha wallmisdemeanors in da house ciaras in da house misdemeanors in tha house music make you lose control we on fire we on fire we on fire we on fire now tho it girl tho it girl tho it girl tho it girl yeah now move yo arm to the left girl now move yo arm to the left girl now move yo arm to the right girl now move yo arm to the right girl lets go now lets go now lets go now woo lets go should i bring it back right now now bring it back now woo oh i see you see now ima iam do it like see did now shake it gurl cum on and just shake it girl cum on and just shake it girl cum on and just shake it girl cum on and let it pop right girl cum on and let it pop right girl cum on and let it pop right girl now back it up girl back it up girl back it up girl back it up girl wo woo woo go go bring it to the front girl go go bring it to the front girl go go bring it to the front girl go go bring it to the front girl lets go lets go lets go woo 
15,shake it off,mariah carey,2005, i gotta shake you off cause the loving aint the same and you keep on playing games like you know im here to stay i gotta shake it off just like the calgon commercial i really gotta get up outta here and go somewhere i gotta shake it off gotta make that move find somebody who appreciates all the love i give boy i gotta shake it off gotta do whats best for me baby and that means i gotta shake you offby the time you get this message its gonna be too late so dont bother paging me cause ill be on my way see i grabbed all my diamonds and clothes just ask your momma she knows youre gonna miss me baby hate to say i told you so well at first i didnt know but now its clear to me you would cheat with all your freaks and lie compulsively so i packed up my louis vuitton jumped in your ride and took off youll never ever find a girl who loves you more than mei gotta shake you off cause the loving aint the same and you keep on playing games like you know im here to stay i gotta shake it off just like the calgon commercial i really gotta get up outta here and go somewhere i gotta shake it off gotta make that move find somebody who appreciates all the love i give boy i gotta shake it off gotta do whats best for me baby and that means i gotta shake you offi gotta shake shake shake shake shake it off shake shake shake shake shake it gotta shake it off off shake shake shake shake shake it off shake shake shake shakeshake it offi found out about a gang of your dirty little deeds with this one and that one by the pool on the beach in the streets heard yall was hold up my phones breakin up ima hang up and call the machine right back i gotta get this off of my mind you wasnt worth my time so im leaving you behind cause i need a real love in my life save this recording because im never coming back home baby im gone dont cha knowi gotta shake you off cause the loving aint the same and you keep on playing games like you know im here to stay i gotta shake it off just like the calgon commercial i really gotta get up outta here and go somewhere i gotta shake it off gotta make that move find somebody who appreciates all the love i give boy i gotta shake it off gotta do whats best for me baby and that means i gotta shake you offi gotta shake shake shake shake shake it off shake shake shake shake shake it gotta shake it off off shake shake shake shake shake it off shake shake shake shakeshake it offi gotta shake you off cause the loving aint the same and you keep on playing games like you know im here to stay i gotta shake it off just like the calgon commercial i really gotta get up outta here and go somewhere i gotta shake it off gotta make that move find somebody who appreciates all the love i give boy i gotta shake it off gotta do whats best for me baby and that means i gotta shake you off 
16,mr brightside,the killers,2005, coming out of my cage and ive been doing just fine gotta gotta be down because i want it all it started out with a kiss how did it end up like this it was only a kiss it was only a kiss now im falling asleep and shes calling a cab while hes having a smoke and shes taking a drag now theyre going to bed and my stomach is sick and its all in my head but shes touching his chest now he takes off her dress now letting me go    memory  byamandah   editor    have you guys seen this after the passing of an outstanding gent by the name of ger farmer foley in county kerry ireland his friends gathered at a pub and    see all   i just cant look its killing me and taking control jealousy turning saints into the sea swimming through sick lullabies choking on your alibis but its just the price i pay destiny is calling me open up my eager eyes cause im mr brightsideim coming out of my cage and ive been doing just fine gotta gotta be down because i want it all it started out with a kiss how did it end up like this it was only a kiss it was only a kiss now im falling asleep and shes calling a cab while hes having a smoke and shes taking a drag now theyre going to bed and my stomach is sick and its all in my head but shes touching his chest now he takes off her dress now letting me gocause i just cant look its killing me and taking control jealousy turning saints into the sea swimming through sick lullabies choking on your alibi but its just the price i pay destiny is calling me open up my eager eyes cause im mr brightside i never i never i never i never 
17,just a lil bit,50 cent,2005, yeah shady aftermath gunitdamn baby all i need is a lil bit a lil bit of this a lil bit of that get it crackin in the club when you hear the shit drop it like its hot get to whippin that backgirl shake that thing yeah work that thing let me see it go up and down rotate that thang i wanna touch that thang when you make it go round and roundi step up in the club im like who you wit gunit in the house yeah thats my click yeah im young but a nigga from the old school on the dance floor a nigga doin old movesi dont give a fuck i do what i wan do i hit your ass up boy i done warned you better listen when i talk nigga dont trip yo heat in the car mines in this bitchi aint tryin to beef im tryin to get my drink on and my diamonds my fitted and my mink on ima kick it at the bar til its time to go then ima get in shorty ear and ima let her knowall a nigga really need is a lil bit not a lot baby girl just a lil bit we can head to the crib in a lil bit i can show you how i live in a lil biti wanna unbutton your pants just a lil bit take em off and pull em down just a lil bit get to kissin and touchin a lil bit get to lickin and fuckin a lil bitthis is 50 comin out your stereo its hard to tell though cause i switched the flow eyes a lil low cause i twist the dro pockets on swoll cause i move the osmy neck my wrist my ears is froze come get your bitch she on me dawg she must ta heard about the dough now captain cmon and save a hoei get it crunk in the club im off the chain number 1 on the chart all the time mayne when the kid in the house i turn it out keep the dance floor packed thats without a doubtbut shorty shake that thang like a pro man she backed it up on me im like oh man i got close enough to her so i know she could hear system thumpin party jumpin i said loud and clearall a nigga really need is a lil bit not a lot baby girl just a lil bit we can head to the crib in a lil bit i can show you how i live in a lil biti wanna unbutton your pants just a lil bit take em off and pull em down just a lil bit get to kissin and touchin a lil bit get to lickin and fuckin a lil bitbaby you got me feelin right you heard me my momma gone you can spend the night you heard me i aint playin im tryin to fuck tonight you heard me clothes off face down ass up cmonall a nigga really need is a lil bit not a lot baby girl just a lil bit we can head to the crib in a lil bit i can show you how i live in a lil biti wanna unbutton your pants just a lil bit take em off and pull em down just a lil bit get to kissin and touchin a lil bit get to lickin and fuckin a lil bitall a nigga really need is a lil bit not a lot baby girl just a lil bit we can head to the crib in a lil bit i can show you how i live in a lil biti wanna unbutton your pants just a lil bit take em off and pull em down just a lil bit get to kissin and touchin a lil bit get to lickin and fuckin a lil bit 
18,pon de replay,rihanna,2005, come mr dj song pon de replay come mr dj wont you turn the music up all the gyal pon the dance floor wantin some more what come mr dj wont you turn the music upcome mr dj song pon de replay come mr dj wont you turn the music up all the gyal pon the dance floor wantin some more what come mr dj wont you turn the music upit goes one by one even two by two everybody on the floor let me show you how we do lets go dip it low then you bring it up slow wind it up 1 time wind it back once morerun run run run everybody move run lemme see you move and rock it til the grooves doneshake it til the moon becomes the sun sun everybody in the club give me a run run if you ready to move say it yeah yeah one time for your mind say it yeah yeahwell im ready for ya come let me show ya you want to groove ima show you how to move come comecome mr dj song pon de replay come mr dj wont you turn the music up all the gyal pon the dance floor wantin some more what come mr dj wont you turn the music upcome mr dj song pon de replay come mr dj wont you turn the music up all the gyal pon the dance floor wantin some more what come mr dj wont you turn the music uphey mr please mr dj tell me if you hear me turn the music uphey mr please mr dj tell me if you hear me turn the music upit goes one by one even two by two everybody in the club goin be rockin when im through let the bass from the speakers run through ya sneakers move both ya feet and run to the beatrun run run run everybody move run lemme see you move and rock it til the grooves doneshake it til the moon becomes the sun sun everybody in the club give me a run run if you ready to move say it yeah yeah one time for your mind say it yeah yeahwell im ready for ya come let me show ya you want to groove im a show you how to move come comecome mr dj song pon de replay come mr dj wont you turn the music up all the gyal pon the dance floor wantin some more what come mr dj wont you turn the music upcome mr dj song pon de replay come mr dj wont you turn the music up all the gyal pon the dance floor wantin some more what come mr dj wont you turn the music uphey mr please mr dj tell me if you hear me turn the music uphey mr please mr dj tell me if you hear me turn the music upokay everybody get down if you feel me put your hands up to the ceilingeverybody get down if you feel me come and put your hands up to the ceilingokay everybody get down if you feel me put your hands up to the ceilingokay everybody get down if you feel me come and put your hands up to the ceilingcome mr dj song pon de replay come mr dj wont you turn the music up all the gyal pon the dance floor wantin some more what come mr dj wont you turn the music upcome mr dj song pon de replay come mr dj wont you turn the music up all the gyal pon the dance floor wantin some more what come mr dj wont you turn the music up 
19,how we do,the game featuring 50 cent,2005, dj steveaw yeah lets take a trip just sit back and light a spliff with this and dont slip on a funky dope track jump back strapped with the fat buddha sac and a 78 lacoh clean gangsta lean i got green bud i serve dubs like it aint no thang i hang with og playas dont set trip or you might get what we call a rat packi dont slack when it come to streets i get real g funk to a gangsta beat its so sweet when you got money to spend i got a proper big tilt n a fly big benz i make endsspend my dough oh no fo thats how it is and thats how it go act like you know when i creep real slow givin love to the playas that i know is realever since a nigga was a seed only thing promised to me was the penitentiary still ballin ridin on these niggaz cause they lame in a 61 chevy still heavy in this game can you feel meblame it on my momma im a thug nigga up before the sun rise quicker than the drug dealers tell me if its on nigga then we first to bomb bust on these bitch made niggaz hit em upwestside aint nobody love me as a broke nigga finger on the trigger lord forgive me if i smoke niggaz i love my females strapped love fuckin from the back i get my currency in stacks californias where im at ridinpassed by while these niggaz wonder why i got shot and didnt die let em see whos next to try did i cry hell nah nigga tear shedfor all my homies in the pen many peers dead niggaz still ballinthis is how we do we make a move and act a fool while we up in the club this is how we do nobody do it like we do it so show us some lovethis is how we do we make a move and act a fool while we up in the club this is how we do nobody do it like we do it so show us some lovenow everybody wanna see us dead two murdered on the front page shot to death bullets to the headniggaz holla out my name and its similar to rain mothafuckas know im comin so they runnin to they graveswatch swoop down with my nigga from the pound dont give a fuck would you coward niggaz now blastkeep pumpin aint worried bout nuttin busters thought we was frontin so reload and keep dumpindump on fools with a quickness and they got no cure for this sickness i get payed for the way that i kick this like a gsta an ogsta a whos data real playa named eazy and i live my life straight crazy dont need no punk fools payin me and broke groupies and hoochies dont faze mei take two steps back and release myself to put platinum and gold on a record shelf i dont brag but i tell em like it straight up is before you do a record partna handle the biznessand dont get caught slippin on the under or you might wonda whats up on them ends g i call a spade a spade and get payed g showed the way so i give love to emi put gold daytonas on that cherry 64 white walls so clean looks like im ridin on blobs hit one switch mayne that ass so low cali got niggas in new york ridin on hundred spokestouch me tease me kiss me please me i give it to ya just how you like it girl your now rockin with the best fo pound on my hip gold chain on my chest ah50 uh bentley uh em came n gotta nigga fresh out the slum automatic gun fuck em one on one we wrap up ya punk ass stunt ya done homie its game timeready here i come call lloyd banks and get this motherfucker crunk it took two months but fifty got it done signed with gunit had niggas like huhdont try to front ill leave yo ass slumped thinkin im a punk get your fucking head lumped fifty got a gunready here he come gotta sick vendetta to get this chedda wit my beretta the dramasettasip amaretto my flow sounds betta than average on tracks im a savage i damage any nigga tryin to front on my clique gunit 
20,beverly hills,weezer,2005, where i come from isnt all that great my automobile is a piece of crap my fashion sense is a little whack and my friends are just as screwy as mei didnt go to boarding schools preppie girls never looked at me why should they i aint nobody got nothing in my pocketbeverly hills thats where i want to be livin in beverly hills beverly hills rollin like a celebrity livin in beverly hillslook at all those movie stars theyre all so beautiful and clean when the housemaids scrub the floors they get the spaces in betweeni wanna live a life like that i wanna be just like a king take my picture by the pool cause im the next big thingbeverly hills thats where i want to be livin in beverly hills beverly hills rollin like a celebrity livin in beverly hillsthe truth is i dont stand a chance its something that youre born into and i just dont belongno i dont im just a no class beat down fool and i will always be that way i might as well enjoy my life and watch the stars playbeverly hills thats where i want to be livin in beverly hills beverly hills rollin like a celebrity livin in beverly hillsbeverly hills beverly hills beverly hills beverly hills livin in beverly hills 
21,oh,ciara featuring ludacris,2005, this is where they stay crunk throw it up dubs on the cadillac white tees nikes gangstas dont know how to act adamsville bankhead college park carver homes hummers floating on chrome chokin on that homegrown they got that southern cookin they got them fellas lookin thinkin i was easy i can see it thats when i say no what fo shawty cant handle this ciara got that fire likeoh round here we ridin slow we keep it ghetto you should know gettin crunk off in the club we gets low oh oh oh all my ladies to the flo handle it ladies back it up getting crunk up in the club we gets low ohbuddy take a new whip paint strip into a bowlin ball steel spoke honey spoke woodgrainarmor all lightskinned thick chicks fellas call em red bones close cuts braids long gangstas love em all they got that southern cookin they got them fellas lookin wishin i was easy i can see it thats when i say no what fo shawty cant handle this ciara got that fire likeoh round here we ridin slow we keep it ghetto you should know gettin crunk off in the club we gets low oh oh oh all my ladies to the flo handle it ladies back it up getting crunk up in the club we gets low ohsouthernstyle get wild old skools comin down in a different color whip whip whip picture perfect you might want to take a flick flick flick flick flick call up jazze tell him pop up the bottles cause we got another hit hit hit want to go platinum im who you should get get get get get ludacris on the track get back trick switch on the lac im flexing steel same price every time hot song jumped on cause ciara got sex appeal and i keep the meanest cleanest baddest spinning on stainless wheels could care less about your genus i bump ya status i keep the stainless steel trunkrattlin whats happenin huh i dont even think i need to speed basstravelin facecrackilin huh turn it up and make the speakers bleed dirty south we ballin dog and never think about fallin dog ghetto harmonizing surprising running back cause the song is calledoh round here we ridin slow we keep it ghetto you should know gettin crunk off in the club we gets low oh oh oh all my ladies to the flo handle it ladies back it up getting crunk up in the club we gets low ohoh round here we ridin slow we keep it ghetto you should know gettin crunk off in the club we gets low oh oh oh all my ladies to the flo handle it ladies back it up getting crunk up in the club we gets low oh 
