Rank,Song,Artist,Year,Lyrics
11,nuthin but a g thang,dr dre,1993, 1 2 3 and to the 4 snoop doggy dogg and dr dre is at the door ready to make an entrance so back on up cause you know were about to rip shit up give me the microphone first so i can bust like a bubble compton and long beach together now you know you in trouble aint nothing but a g thang baby two loced out niggas so were crazy death row is the label that pays me unfadeable so please dont try to fade this but um back to the lecture at hand perfection is perfected so imma let em understand from a young gs perspective and before me dig out a bitch i have to find a contraceptive you never know she could be earning her man and learning her man  and at the same time burning her man now you know i aint with that shit lieutenant aint no pussy good enough to get burnt while im up in it yeah and thats realer than realdeal holyfield and now you hookers and hoes know how i feel well if its good enough to get broke off a proper chunk ill take a small piece of some of that funky stuffits like this and like that and like this and uh its like that and like this and like that and uh its like this and like that and like this and uh dre creep to the mic like a phantom    meaning  byamandah   editor    if leon haywoods i wanta do something freaky to you sounds familiar its because its sampled in nuthin but a g thang    see all   well im peeping and im creeping and im creepin but i damn near got caught cause my beeper kept beepin now its time for me to make my impression felt so sit back relax and strap on your seat belt you never been on a ride like this before with a producer who can rap and control the maestro at the same time with the dope rhyme that i kick you know and i know i flow some old funky shit to add to my collection the selection symbolizes dope take a toke but dont choke if you do youll have no clue on what me and my homey snoop dogg came to doits like this and like that and like this and uh its like that and like this and like that and uh its like this and like that and like this and uhand who gives a fuck about those so just chill til the next episodefalling back on that ass with a hellafied gangsta lean getting funky on the mic like a old batch of collard greens its the capital s oh yes im fresh n doubleo p d o doubleg y d o doubleg ya see showing much flex when its time to wreck a mic pimping hoes and clocking a grip like my name was dolomite yeah and it dont quit i think they in the mood for some motherfuckin g shit hell yeah so dre whattup dogg gotta give them what they want whats that g we gotta break em off something hell yeah and its gotta be bumpin city of comptonis where it takes place so when asked your attention mobbing like a motherfucker but i aint lynchin dropping the funky shit thats making the sucker niggas mumble when im on the mic its like a cookie they all crumble try to get close and your assll get smacked my motherfucking homie doggy dogg has got my back never let me slip cause if i slip then im slippin but if i got my nina then you know im straight trippin and imma continue to put the rap down put the mack down and if you bitches talk shit ill have to put the smack down yeah and you dont stop i told you im just like a clock when i tick and i tock but im never off always on to the break of dawn compton and the city they call long beach putting the shit together like my nigga doc no one can do it better 
12,in the still of the nite,boyz ii men,1993, sha doop shobe doo sha doop shobe doo sha doop shobe dooin the still of the nite i held you held you tight oh i love love you so promise ill never let you go in the still of the nite in the still of the nitei remember that night in bed i remember i remember well the stars were bright up above i remember i remember i hope and i pray i remember i remember to keep your precious loveso before the light hold me again with all of your might in the still of the nite in the still of the niteshoo wap shoo wa shoo wap shoo wa shoo wap shoo waso before the light hold me again with all of your might in the still of the nite in the still of the nite in the still of the nitesha doop shobe doo sha doop shobe doo sha doop shobe doo 
13,dont walk away,jade,1993, hi we are not in right now but if you leave your name and number well get back to youall this love waiting just for you i just gotta know that your love is true cant keep running boy in and out my life wanna be your girl not cause the mood is rightif i let you come inside tomorrow will you hide will you be there for me when i need someone to hold me baby dont misunderstand i do want for my man i just need a little time before i invest my love dont walk away boy my love wont hurt you dont walk away boy ill be right there for youyou said all the things that i like to hear you push all my buttons baby love to have close to me wanna feel your love wanna be for sure that its me you need baby each and every nightif i let you come inside tomorrow will you hide will you be there for me when i need someone to hold baby dont misunderstand i do want you for my man i just need a little time before i invest my love dont walk away boy my love wont hurt you dont walk away boy ill be right there for youdont misunderstand i want you for my man i need a little time before i give you my love dont walk away boy ill be right there for youdont walk away this is what is sounds like when we make lovedont walk away boy dont walk away boy ill be right there for you dont walk away boy my love wont hurt you dont walk away boy ill be right there for you dont walk away boy my love wont hurt you 
14,knockin da boots,htown,1993, yeah we doin this one for all da ladies ha htown boys kickin it with my boy luc fo da 93 you know what im sayin cause we will be knockin da boots gi shazzam and dino they gon do something a lil sexy like you know what im sayin yo check da versea late night i thought to back to when we made good love listening to some marvin gaye all night long but i want that whole thing back make these moments once again go right so wontcha so wontcha do it for us babegood loving body rockin knockin boots all night long yeah making love until were tired till the break of dawn oh come on oh come on and turn the lights down and let me get on it yeah cause when i do just me and you itll be so rightgive me some good love some body rockin knockin da boots give me some good love some body rockin knockin da boots some body rockin baby give me some good love some body rockin knockin da boots thats all i need i need give me some good love some body rockin knockin da bootsi feel so good when im near you thats why i always wanna be close to you im so addicted im so addicted to making love to you baby all night long baby all night long long longgood loving body rockin knockin boots all night long oh oh making love until were tired till the break of dawn ohh come on oh come on and turn the lights down and let me get on it oh cause when i do just me and you itll be so right so right so rightgive me some good love some body rockin knockin da boots give me some good love some body rockin knockin da boots thats all i want baby yeah give me some good love some body rockin knockin da bootsgive me some good love some body rockin knockin da boots some sweet rocking some sweet love some body rockin knockin da boots giving you mounts of pleasure cause im ready some body rockin knockin da bootsim so ready im so ready baby some body rockin knockin da boots to give you every thing that weve been waiting on so come on and give it to me babe some body rockin knockin da bootsaww yeah right about now were in the intermission tip so all you ladies go get your towels you know what im saying hah cause its laid out like that you know but wait a minute we aint through kick the ampwoah oh ooh ooohh aww babe i want your good touch baby you hearin me my baby its driving me crazy some body rockin knockin da bootsso wontcha come on come and rock my body rock my body baby go on and rock my body yeah i wanna lay you down some body rockin knockin da boots so let me make some sweet love 
15,lately,jodeci,1993, lately ive had the strangest feeling with no vivid reason here to find but yet the thought of losing you been hanging around my mind kci sing itfar more frequently your wearing perfume with you say the special place to go but when i ask will you be coming back soon you dont know never knowoh im a man of many wishes i hope my premonition misses but what i really feel my eyes wont let me hide cuz they always start to cry cuz this time could mean goodbyelately ive been staring in the mirror and its very slowly picking me apart ive tried to tell myself i have no reason with your heartnow just the other night while you were sleeping i vaguely heard you whisper someones name but when i ask you of the thoughts your keeping you just say nothings changedwell im a man of many wishes i hope my premonition misses but what i really feel my eyes wont let me hide cuz they always start to cry cuz this time could mean goodbyeoh im a man of many wishes i hope my premonition misses but what i really feel my eyes wont let me hide cuz they always start to cry cuz this time could mean goodbyeunverified 
16,dazzey duks,duice,1993,come on baby and kick them dazzeys look at them girls with the dazzey duks on i want you to look at them girls with the dazzey duks on everybody look at them girls with the dazzey duks on i want you to look at them girls with the dazzey duks on say look at them girls with the dazzey duks on they really got it going on looking all nice and sweet showing leg and a little butt cheek i do like it a lot when youre showing some of what you got yall girls you be looking real cute the way yall kicking them dazzey duks come on baby and kick them dazzeys look at them girls with the dazzey duks on i want you to look at them girls with the dazzey duks on everybody look at them girls with the dazzey duks on i want you to look at them girls with the dazzey duks on hey you in the black boots knee high with the dazzey duks looking real fly while in cahoots in the park where i can meet you im a snow here to relate to you what started the trend of them dazzey duks ever since the summer of the 90s girls had a deal with the future behind see many terms they use to express were talking about the butt cheeks not the breasts baby got back the junk in the trunk she got a six pack or a hell of a rump yo need some fries with that shake see many terms they use to relate i love the girls with the big old booties right up front they call em dukies pretty brown cheeks hanging from the jeans even city girls can be country things so if you get it got it good to dip to dug out dem damn dazzey duks are turning out sing come on baby and kick them dazzeys look at them girls with the dazzey duks on i want you to look at them girls with the dazzey duks on everybody look at them girls with the dazzey duks on i want you to look at them girls with the dazzey duks on say look at them girls with them dazzey duks on they really got it going on yeah they be kicking it sweet while all the brothers show thier freak and check out the way they step make a brother wanna think about sex especially when they have nice legs and theyre tan to the top all the way it dont matter what kinda legs you like still be kicking if those legs are lily white so it makes no difference to you as long as youre kicking them dazzey duks come on baby and kick them dazzeys look at them girls with the dazzey duks on i want you to look at them girls with the dazzey duks on everybody look at them girls with the dazzey duks on i want you to look at them girls with the dazzey duks on hold it now wait a minute yo bring that funky track back bring that funky track back bring that funky track back bring that funky track back oh bring it baby oh kick them dazzeys oh let me see you rock it baby oh kick them dazzeys oh let me see you rock it baby la snow like the girls with them dazzey duks creo d like the girls with them dazzey duks taylor boy like them girls in them dazzey duks tony mercedes like them girls with them dazzey duks new york bel air miami alabama tennessee new jersey boston augusta atlanta like them girls in the dazzey duks all of texas like them girls in the dazzey duks la like them girls in the dazzey duks come on baby and kick them dazzeys look at them girls with the dazzey duks on i want you to look at them girls with the dazzey duks on everybody look at them girls with the dazzey duks on i want you to look at them girls with the dazzey duks on oh kick them dazzeys incomprehensible wear em wear now kick them dazzeys baby yeah she gonna wear em wear now kick them dazzeys baby she gonna wear em wear now kick them dazzeys baby
17,show me love,robin s,1993, ahh yeah yeah youve got to show me loveheartbreaks and promises ive had more than my share im tired of giving my love and getting nowhere nowherewhat i need is somebody who really cares i really need a lover a lover that wants to be thereits been so long since i touched a wanting hand i cant put my love on the line that i hope youll understandso baby if you want me youve got to show me love words are so easy to say oh ah yeah youve got to show me loveim tired of getting caught up in those one night affairs what i really need is somebody who will always be theredont you promise me the world all that ive already heard this time around for me baby actions speak louder than wordsif youre looking for devotion talk to me come with your heart in your hand because my love is guaranteedso baby if you want me youve got to show me love words are so easy to say oh ah yeah youve got to show me loveshow me show me baby youve got to give it to me give it to me give it to me yeah i dont want no fakes dont want no phoney i need your loveshow me show me show me baby give it to me give it to me i am not a toy im not a play thang youve got to understandif youre looking for devotion talk to me come with your heart in your hand because my love is guaranteed yeah yeah yeah yeah yeah 
18,a whole new world,peabo bryson and regina belle,1993, ooh i can show you the world shining shimmering splendid tell me princess now when did you last let your heart decidei can open your eyes take you wonder by wonder over sideways and under on a magic carpet ridea whole new world a new fantastic point of view no one to tell us no or where to go or say were only dreaminga whole new world a dazzling place i never knew but now from way up here its crystal clear that now im in a whole new world with youunbelievable sights indescribable feeling soaring tumbling free wheeling through an endless diamond skya whole new world dont you dare close your eyes a hundred thousand things to see hold your breath it gets better im like a shooting star ive come so far i cant go back to where i used to bea whole new world with new horizons to pursue ill chase them anywhere theres time to spare let me share this whole new world with youa whole new world a whole new world a new fantastic point of view no one to tell us no or where to go or say were only dreaminga whole new world every turn a surprise with new horizons to pursue every moment redletter ill chase them anywhere theres time to spare anywhere theres time to spare let me share this whole new world with youa whole new world a whole new world thats where well be where we will be a thrilling chase a wondrous place for you and me 
19,if,janet jackson,1993, sittin over here starin in your face with lust in my eyes sure dont give a damn and ya dont know that ive been dreamin of ya in my fantasynever once you looked at me dont even realize that im wantin you to fulfill my needs think what you want let your mind free run free to a place no one dares tohow many nights ive laid in bed excited over you ive closed my eyes and thought of us a hundred different waysive gotten there so many times i wonder how bout you day and night night and day all ive got to say isif i was your girl oh the things id do to you id make you call out my name id ask who it belongs to if i was your woman the things id do to you but im not so i cant then i wont but if i was your girlallow me some time to play with your mind and youll get there again and again close your eyes and imagine my body undressed take your time cause weve got all night oohyou on the rise as youre touchin my thighs and let me know what you like if you like ill go down down down down da down down ill hold you in my hand and maybeyour smooth and shiny feels so good against my lips sugar i want you so bad i can taste your love right now babyday and night night and day all ive got to say isif i was your girl oh the things id do to you id make you call out my name id ask who it belongs to if i was your woman the things id do to you but im not so i cant then i wont but if i was your girlif i was your girl oh the things id do to you id make you call out my name id ask who it belongs to if i was your woman the things id do to you but im not so i cant then i wont but if i was your girlive laid in bed excited over you one hundred different ways ive thought of many many all i want to say isif i was your girl oh the things id do to you id make you call out my name id ask who it belongs to if i was your woman the things id do to you but im not so i cant then i wont but if i was your girlif i was your girl oh the things id do to you id make you call out my name id ask who it belongs to if i was your woman the things id do to you but im not so i cant then i wont but if i was your girlif i was your girl oh the things id do to you id make you call out my name id ask who it belongs to if i was your woman the things id do to you but im not 
20,im so into you,swv,1993, boy there you go youre telling me that you love me but boy you know that you belong to another girl who loves youyou are so fine you blow my mind with the things you do to me blind shes not blind things you do for me but i knowim so into you i dont know what im gonna do boy you got me so confused i dont know what im gonna dofriends ask how could i give myself to one who belongs to someone else they just dont know your loves so good that they would want it for themselvesanyone can see so fine you blow my mind with the things you do to me blind shes not blind things you do for me oh my godim so into you i dont know what im gonna do boy you got me so confused i dont know what im gonna doim so into you i dont know what im gonna do boy you got me so confused i dont know what im gonna doyoure not youre not mine youre not youre not mine youre not youre not mine youre not what am i supposed to doim so into you i dont know what im gonna do boy you got me so confused i dont know what im gonna doim so into you i dont know what im gonna do boy you got me so confused i dont know what im gonna doim so into you i dont know what im gonna do boy you got me so confused i dont know what im gonna doim so into you boy you got me so confused i dont know what im gonna do im so into you 
21,love is,vanessa williams and brian mcknight,1993, they say its a river that circles the earth a beam of light shining to the edge of the universe it conquers all it changes everythingthey say its a blessing they say its a gift they say its a miracle and i believe that it is it conquers all but its a mysterylove breaks your heart love takes no less than everything love makes it hard and it fades away so easilyin this world weve created in this place that we live in the blink of an eye babe the darkness slips in love lights the world unites the lovers for eternitylove breaks the chains love aches for everyone of us love takes the tears and the pain and it turns it in to the beauty that remainslook at this place it was paradise but now its dying ill pray for love ill take my chances that its not too latelove breaks your heart love takes no less than everything love makes it hard and it fades away so easily oh oh ohlove breaks the chains love aches for everyone of us love takes the tears and the pain and it turns it in to the beauty that remains 
22,runaway train,soul asylum,1993, call you up in the middle of the night like a firefly without a light you were there like a slow torch burning i was a key that could use a little turningso tired that i couldnt even sleep so many secrets i couldnt keep promised myself i wouldnt weep one more promise i couldnt keepit seems no one can help me now im in too deep theres no way out this time i have really led myself astrayrunaway train never going back wrong way on a one way track seems like i should be getting somewhere somehow im neither here nor therecan you help me remember how to smile make it somehow all seem worthwhile how on earth did i get so jaded lifes mystery seems so fadedi can go where no one else can go i know what no one else knows here i am just drownin in the rain with a ticket for a runaway traineverything is cut and dry day and night earth and sky somehow i just dont believe itrunaway train never going back wrong way on a one way track seems like i should be getting somewhere somehow im neither here nor therebought a ticket for a runaway train like a madman laughin at the rain little out of touch little insane just easier than dealing with the painrunaway train never comin back wrong way on a one way track seems like i should be getting somewhere somehow im neither here nor thererunaway train never comin back runaway train tearin up the track runaway train burnin in my veins runaway but it always seems the same 
23,ill never get over you getting over me,expose,1993, i hear youre taking the town again having a good time with all your good time friends i dont think that you think of me youre on your own now and im alone and free i know that i should get on with my life but a life lived without you could never be rightas long as the stars shine down from the heavens as long as the rivers run to the sea ill never get over you getting over mei try to smile so the hurt wont show tell everybody i was glad to see you go but the tears just wont go away wont go away loneliness found me looks like its here to stay i know that i oughta find someone new but all i find is myself always thinking of youas long as the stars shine down from the heavens as long as the rivers run to the sea ill never get over you getting over meoh no matter what i do each nights a lifetime to live through i cant go on like this i need your touch youre the only one ill ever love ohhinsrumental breakand as long as the stars shine down from the heavens as long as the rivers run to the sea ill never get over you getting over me ill never get over you getting over never get over you getting over ill never get over you getting over me 
24,ditty,paperboy,1993, yo this is how im comin for the nine deuce another fat fat track so rhythm d pour the orange juice and lets relax while sippin on yak because its like that im conscious of hoes so paperboy wears prophylactic i wear a jimmy for the skins cuz its a long trim front row seats aiyo i know shes on the nine inchjust to get a piece of the green but shes an undertaker now you know the paper is an around the world heartbreaker me sink i float from dough but yo had to have a breakdown paid in full so now you know why my bellys round pickin the rap back up and scoopin up crowds just like a steel shovel not from the ghetto but yo takin it to another level let the beat ride but hold on to your women g cuz now that im rich so many women wanna do meit make a man say damn im finally taxin more play than homey sam but let me speak to the weak i mean the rookies my time is help up extremely for cookies just let me clock this groove in ninety two hey you dont bother me and i sure never wont bother youand ah you just watch a brother flowin like niagra think before you step because these niggas just might stag ya although im labeled with the black fade its gold ds on my four and gold lex cuz i got it made i brought the beat on once again because i had to and just like jody watley baby girl i can have you just let me work this track and yo any way is ok your place or mine all night until the next day unhdo the ditty if you want to because then i can see if i want you just do the ditty ditty if you want to because then i can see if i want younow here we go from the top second verse of the same song with the conclusion all should be happy with dingdong its since a man clock a grip g its like every rhythm that i see be like do you remember me a hustler and his snow with more hoes to lego keep em chunky like prego so they can play with my eggo i have a tendency to flow start off with my own groovepick up the mic and all of a sudden i see high movin guess its like magic and paperboy is the magician if i was a vacuum id be suckin up competition let it ride again and yo believe i got my own thing straight behind my hoes so miss me with the chick from soul train and im a break my note just to show up tokin tote on his ass when i scoop him cuz we bud smokin a black man tryin to make it and that aint no fair but just like bebe and cece ill take you there huhdo the ditty if you want to because then i can see if i want you just do the ditty ditty if you want to because then i can see if i want younow here we go uh lets take a trip to another land clock a grip come back and watch the hoes tan jump in the lexo and roll out to my cabin believe me my brother more hoes than you can imagine all on the dingaling just because the gold rings but im like whats up witcha you aint heard a damn thing make sure you got the jim hats strapped for protection because to me my life is more than my erectionand give me a hand if you a fan it aint over yet cuz doin the ditty with paperboy makes the ocean sweat leave you kinda startled like the funk off of fritos make you man jealous while hoes cheese like doritos it aint my fault i lay the piper with concern and i aint from mount vernon but a brothers moneyearnin and for those disagree and then jock thats a pitty just bob your head for paperboy and the ditty yeahdo the ditty if you want to because then i can see if i want you just do the ditty ditty if you want to because then i can see if i want you 
25,rhythm is a dancer,snap,1993, rhythm is a dancer its a soul companion you can feel it everywhere lift your hands and voices free your mind and join us you can feel it in the airoh its a passion oh you can feel it yeah oh its a passion ohhcheck this out let the rhythm ride you guide you sneak inside you set your mind to move to its pulsation bass vibrations sense sensation pause is not implicit mind and body must be free too please take it all way nothing to lose everything to winlet it control you hold you mold you not the old the new touch it taste it free your soul let it invade you gotto to be what you wanna if the groove dont get you the rhyme flows gonna im serious as cancer when i say rhythm is a dancerrhythm is a dancer its a source companion people feel it everywhere lift your hands and voices free your mind and join us you can feel it in the airoh its a passion oh you can feel it yeah oh its a passion ohhim serious as cancer when i say rhythm is a dancerrhythm is a dancer its a source companion people feel it everywhere lift your hands and voices free your mind and join us you can feel it in the airoh its a passion oh you can feel it yeah oh its a passion ohhrhythm is a dancer its a source companion people feel it everywhere lift your hands and voices free your mind and join us you can feel it in the airoh its a passion oh you can feel it yeah oh its a passion ohhcheck this out let the rhythm ride you guide you sneak inside you set your mind to move to its pulsation bass vibrations sense sensation pause is not implicit mind and body must be free too please take it all way nothing to lose everything to winlet it control you hold you mold you not the old the new touch it taste it free your soul let it invade you gotto to be what you wanna if the groove dont get you the rhyme flows gonna im serious as cancer when i say rhythm is a dancerrhythm is a dancer its a source companion people feel it everywhere lift your hands and voices free your mind and join us you can feel it in the airoh its a passion oh you can feel it yeah oh its a passion ohh 
26,the river of dreams,billy joel,1993, in the middle of the night i go walking in my sleep from the mountains of faith to a river so deepi must be looking for something something sacred i lost but the river is wide and its too hard to crossand even though i know the river is wide i walk down every evening and i stand on the shore and try to cross to the opposite side so i can finally find out what ive been looking forin the middle of the night i go walking in my sleep through the valley of fear to a river so deepand ive been searching for something taken out of my soul something i would never lose something somebody stolei dont know why i go walking at night but now im tired and i dont want to walk anymore i hope it doesnt take the rest of my life until i find what it is that ive been looking forin the middle of the night i go walking in my sleep through the jungle of doubt to a river so deepi know im searching for something something so undefined that it can only be seen by the eyes of the blindin the middle of the nightim not sure about a life after this god knows ive never been a spiritual man baptized by the fire i wade into the river that runs to the promised landin the middle of the night i go walking in my sleep through the desert of truth to the river so deepwe all end in the ocean we all start in the streams were all carried along by the river of dreamsin the middle of the night 
27,im gonna be 500 miles,the proclaimers,1993, when i wake up yeah i know im gonna be im gonna be the man who wakes up next to you when i go out yeah i know im gonna be im gonna be the man who goes along with you if i get drunk yes i know im gonna be im gonna be the man who gets drunk next to you and if i have yeah i know im gonna be im gonna be the man whos havering to youbut i would walk 500 miles and i would walk 500 more just to be the man who walked 1000 milesto fall down at your door when im working yes i know im gonna be im gonna be the man whos working hard for you and when the money comes in for the work ill doill pass almost every penny on to you when i come home yeah i know im gonna be im gonna be the man who comes back home to you and if i grow old well i know im gonna be im gonna be the man whos growing old with you 
28,two princes,spin doctors,1993, yeah one two princes kneel before you thats what i said now princes princes who adore you just go ahead now one has diamonds in his pockets thats some bread now this one said he wants to buy you rockets aint in his head nowaah dee dee dee deethis one got a princely racket thats what i said now got some big seal upon his jacket aint in his head now you marry him your father will condone you how bout that now you marry me your father will disown you hell eat his hat nowmarry him or marry me im the one that loves you baby cant you see i aint got no future or a family tree but i know what a prince and lover ought to be i know what a prince and lover ought to besaid if you want to call me baby just go ahead now and if you like to tell me maybe just go ahead now and if you wanna buy me flowers just go ahead now and if you like to talk for hours just go ahead nowsaidone two princes kneel before you thats what i said now princes princes who adore you just go ahead now one has diamonds in his pockets thats some bread now this one he wants to buy you rockets aint in his head nowmarry him or marry me im the one that loves you baby cant you see i aint got no future or a family tree but i know what a prince and lover ought to be i know what a prince and lover ought to besaid if you want to call me baby just go ahead now and if you like to tell me maybe just go ahead now and if you wanna buy me flowers just go ahead now and if you like to talk for hours just go ahead nowand if you want to call me baby just go ahead now and if you like to tell me maybe just go ahead now and if you like buy me flowers just go ahead now and if you like to talk for hours just go ahead nowand if you want to call me baby just go ahead now if you like to tell me maybe just go ahead now if you want to buy me flowers just go ahead now and if you like to talk for hours just go ahead nowwhoa whoa baby just go ahead now whoa just just go ahead now just go ahead now whoa youre majesty just go ahead now come on forget the king and marry me just go ahead now cmon cmon come on just go ahead now just go ahead now yeah just go ahead now if you want to buy me flowers just go ahead now 
29,right here,swv,1993, lately there seems to be some insecurities about the way i feel where i wanna be boy you know its with you no one can do the things you do to menever to be mistaking long as its love were making therell be no hesitating you and me and it always will be and i wont leave your side cause you knowlove will be right here be right here right here be right here no fear have no fear no tears love is heretrue love some dont believe in thats just what im giving im gonna keep it strong ill be holding on to you no one can do me like you do its truesure as the sun is shining our love will keep on climbing theres gonna be some rain gonna be some pain but as long as i know boy time will show our love will grow and i knowlove will be right here be right here right here be right here no fear have no fear no tears love is herelove will be right here be right here right here be right here no fear have no fear no tears love is herewont let go you should know this thing is real no questions just listen to you heart and love will be rightbaby whats the problem its seems like were having trouble you dont seem to understand the life i lead aint doublemy heart belongs to you and only you and you know its true a phony imitation just wont do relax your mindim not the kind who runs around and wastes time other fine brothers just dont compare ill be there i swear far or near have no fear i dont care you can count on me im right hereright here be right here right here be right here no fear have no fear no tears love is hereright here be right here right here be right here no fear have no fear no tears love is hereright here be right here right here be right here no fear have no fear no tears love is hereright here be right here right here be right here no fear have no fear 
30,i have nothing,whitney houston,1993, share my life take me for what i am cause ill never change all my colors for youtake my love ill never ask for too much just all that you are and everything that you doi dont really need to look very much further i dont want to have to go where you dont follow i will hold it back again this passion inside cant run from myself theres nowhere to hidedont make me close one more door i dont want to hurt anymore stay in my arms if you dare or must i imagine you there dont walk away from me i have nothing nothing nothing if i dont have you you you you youyou see through right to the heart of me you break down my walls with the strength of your lovei never knew love like ive known it with you will a memory survive one i can hold on toi dont really need to look very much further i dont want to have to go where you dont follow i will hold it back again this passion inside i cant run from myself theres nowhere to hide your love ill remember foreverdont make me close one more door i dont want to hurt anymore stay in my arms if you dare or must i imagine you there dont walk away from me i have nothing nothing nothingdont make me close one more door i dont want to hurt anymore stay in my arms if you dare or must i imagine you there dont walk away from me no dont walk away from me dont you dare walk away from me i have nothing nothing nothing if i dont have you you if i dont have you oh oh 
31,mr wendal,arrested development,1993, here have a dollar in fact now brotherman here have two two dollars means a snack for me but it means a big deal to yoube strong serve god only know that if you do beautiful heaven awaits thats the poem i wrote for the first time i saw a man with no clothes no money no platemr wendal thats his name no one ever knew his name cuz hes a no one never thought twice about spending on an old bum until i had the chance to really get to know onenow that i know em to give him money isnt charity he gives me some knowledge i buy him some shoes and to think blacks spend all their money on big colleges still most of you come out confusedgo ahead mr wendal go ahead mr wendalmr wendal has freedom a free that you and i think hes dumb free to be without the worries of a quick to diss society for mr wendals a bumhis only worries are sickness and occasional harassment by the police and their chase uncivilized we call him but i just saw him eat off the food we wastecivilization are we really civilized yes or no who are we to judge when thousands of innocent man could be brutally enslaved and killed over a racist grudgemr wendal has tried to warn us about our ways but we dont hear him talk its not his fault when were goin too far and we got too far cuz on him we walkmr wendal a man a human in flesh but not by law i feed you dignity to stand with pride realize now that all in all we stand tall go ahead mr wendalmr wendal mr wendal mr wendal  
32,have i told you lately,rod stewart,1993, have i told you lately that i love you have i told you theres no one else above you fill my heart with gladness take away all my sadness ease my troubles thats what you dofor the morning sun in all its glory meets the day with hope and comfort too you fill my life with laughter somehow you make it better ease my troubles thats what you dotheres a love less defined and its yours and its mine like the sun and at the end of the day we should give thanks and pray to the one to the onehave i told you lately that i love you have i told you theres no one else above you fill my heart with gladness take away all my sadness ease my troubles thats what you dotheres a love less defined and its yours and its mine like the sun and at the end of the day we should give thanks and pray to the one to the onehave i told you lately that i love you have i told you theres no one else above you fill my heart with gladness take away all my sadness ease my troubles thats what you dotake away all my sadness fill my life with gladness ease my troubles thats what you do 
33,saving forever for you,shanice,1993, ive never been so sure about anything before but this loving feeling gonna be a feeling i feel forever more looking in your eyes tomorrows all i see as long as theres forever baby i will always besaving forever for you ooh baby you are the only one ill ever give forever to love for a lifetime wont do ooh baby wanna always stay together so ill be saving forever for youyoull be my world as long as theres a world turning around and youll be my heaven baby till the heavens all come falling down look inside my heart love is all youll see ill loving you forever baby leave it just to mesaving forever for you ooh baby you are the only one ill ever give forever to love for a lifetime wont do ooh baby wanna always stay together so ill be saving forever for youforever ill be loving you as long as time passes by ill be there besides you all through it all ill be standing by you looking in your eyes tomorrows all i see long as theres forever baby i will always be needing you here with mesaving forever for you ooh baby you are the only one ill ever give forever to love for a lifetime wont do ooh baby wanna always stay together so ill be saving forever saving forever for yousaving forever for you ooh baby you are the only one ill ever give forever to love for a lifetime wont do ooh baby wanna always stay together so ill be saving forever saving forever for yousaving forever for you ooh baby you are the only one ill ever give forever to 
34,ordinary world,duran duran,1993, came in from a rainy thursday on the avenue thought i heard you talking softly i turned on the lights the tv and the radio still i cant escape the ghost of youwhat has happened to it all crazy someone say where is the life that i recognize gone awaybut i wont cry for yesterday theres an ordinary world somehow i have to find and as i try to make my way to the ordinary world i will learn to survivepassion or coincidence once prompted you to say pride will tear us both apart well now prides gone out the window cross the rooftops run away left me in the vacuum of my heartwhat is happening to me crazy someone say where is my friend when i need you most gone awaybut i wont cry for yesterday theres an ordinary world somehow i have to find and as i try to make my way to the ordinary world i will learn to survivepapers in the roadside tell of suffering and greed fear today forgot tomorrow besides the news of holy war and holy need ours is just a little sorrowed talkjust blown awayand i dont cry for yesterday theres an ordinary world somehow i have to find and as i try to make my way to the ordinary world i will learn to surviveevery world is my world i will learn to survive any world is my world i will learn to survive any world is my world every world is our world 
35,if i had no loot,tony toni tone,1993, dadadaday dadadadadayay dadadaday dadadadadayay dadadaday dadadadadayayif the shoe fits i want you to wear it and wear it good ahah ahahyeah ahahhahtalkin bout them times when i was by myself i would always be lookin for somebody else but as time went on i had a talk with my mind friends like you and you i gotta leave behindand so you call me your friend but you only want my gifts and ill never see you if i had no loot ill never see them im just glad i know the truth and im payin my own bills and ill never ever depend on youfriends and enemies around me everyday i cant believe half the things they say takin me for granted givin no credit at all ill just keep bouncin like a bouncin ball everybody seems to disappear on me cant trust no one as far as i can see if i could be that fly thats on the wall listenin to my friends talk about it allyou call me your friend but you only want my gifts and ill never see you if i had no loot ill never see them im just glad i know the truth and im payin my own bills and ill never ever depend on you some soul you arei dont mean to step on nobodys foot but ah when i need somebody theres nobody to call when they need me my phone rings off the wall but these are my friends and that so what they say constantly takin from me everyday you sayyou call me your friend but you only want my gifts and ill never see you if i had no loot ill never see them im just glad i know the truth and im payin my own bills and ill never ever depend on you some soul you are 
